date,open,high,low,close,volume
2006-04-10,1344.239,1359.408,1339.523,1359.081,4141542800
2006-04-11,1360.978,1366.523,1350.323,1362.229,4387040800
2006-04-12,1361.741,1364.691,1355.655,1360.132,3712907200
2006-04-13,1359.278,1364.316,1331.682,1332.33,4129905500
2006-04-14,1330.095,1360.094,1328.435,1359.538,3787121900
2006-04-17,1360.644,1383.654,1353.396,1378.614,4221976100
2006-04-18,1379.813,1391.378,1370.153,1385.114,3678518100
2006-04-19,1389.134,1399.547,1378.796,1396.702,4057816300
2006-04-20,1398.098,1404.192,1376.961,1385.9,4330328800
2006-04-21,1385.923,1419.891,1383.45,1416.793,4556910300
2006-04-24,1423.409,1429.056,1402.269,1409.786,5201580300
2006-04-25,1405.898,1409.274,1386.126,1399.767,4324883600
2006-04-26,1399.068,1426.626,1397.349,1417.477,4841064900
2006-04-27,1418.903,1424.465,1407.141,1416.732,3760844400
2006-04-28,1403.523,1444.714,1389.346,1440.223,4456204300
2006-05-08,1446.992,1497.202,1446.992,1497.104,5162065500
2006-05-09,1503.239,1532.754,1497.994,1531.161,6468390400
2006-05-10,1537.561,1554.034,1518.335,1545.687,6271709600
2006-05-11,1547.556,1583.761,1536.292,1537.377,7321833500
2006-05-12,1532.878,1603.211,1531.233,1602.832,6839375200
2006-05-15,1616.259,1664.938,1606.57,1664.088,8772527000
2006-05-16,1658.692,1678.599,1604.784,1613.251,8827504000
2006-05-17,1613.23,1640.695,1592.185,1625.146,7098053400
2006-05-18,1611.657,1630.073,1582.962,1617.281,6058510700
2006-05-19,1620.213,1664.614,1610.04,1659.545,7708629100
2006-05-22,1656.754,1674.221,1646.683,1657.689,7725887300
2006-05-23,1647.962,1648.528,1597.102,1604.552,6990014500
2006-05-24,1609.742,1634.59,1562.387,1590.924,5727043200
2006-05-25,1585.466,1598.559,1563.863,1591.425,4104937200
2006-05-26,1596.565,1614.553,1593.093,1613.894,4372253200
2006-05-29,1622.108,1648.838,1609.005,1648.538,5171516800
2006-05-30,1654.98,1663.929,1634.9,1657.288,5308773300
2006-05-31,1656.284,1667.233,1628.679,1641.3,5701597900
2006-06-01,1639.673,1684.709,1635.746,1684.195,6784386400
2006-06-02,1688.782,1695.58,1659.14,1669.399,7814469100
2006-06-05,1669.236,1685.292,1639.68,1684.624,6729777100
2006-06-06,1681.22,1692.825,1672.814,1679.126,5842296000
2006-06-07,1678.238,1678.238,1588.971,1589.545,6508531600
2006-06-08,1576.435,1596.122,1540.934,1591.49,5457687300
2006-06-09,1583.956,1594.438,1550.202,1551.384,4700391700
2006-06-12,1540.216,1566.447,1529.503,1552.798,3149627400
2006-06-13,1552.098,1570.1,1532.059,1548.495,3245068300
2006-06-14,1540.635,1540.635,1512.521,1531.327,3243810300
2006-06-15,1531.247,1551.3,1528.23,1533.98,2847339800
2006-06-16,1540.187,1574.475,1540.187,1574.467,3357261200
2006-06-19,1559.985,1591.85,1544.931,1586.286,3556204700
2006-06-20,1583.871,1592.832,1572.582,1592.332,3553711100
2006-06-21,1590.607,1617.714,1570.083,1598.116,3970588000
2006-06-22,1593.097,1605.252,1587.799,1596.066,3246588800
2006-06-23,1594.495,1608.108,1582.019,1605.711,3502677800
2006-06-26,1607.786,1635.803,1607.786,1633.449,3949925000
2006-06-27,1636.703,1642.571,1627.592,1639.551,3645178400
2006-06-28,1638.23,1642.354,1627.068,1639.286,3322060100
2006-06-29,1641.928,1672.101,1641.928,1671.618,5179902800
2006-06-30,1679.724,1690.953,1662.28,1672.211,4983707600
2006-07-03,1677.311,1697.83,1670.016,1697.282,4863659200
2006-07-04,1700.323,1702.658,1670.13,1681.547,5431649200
2006-07-05,1755.222,1757.472,1703.585,1718.555,6072080600
2006-07-06,1715.279,1742.204,1711.651,1741.47,5006266900
2006-07-07,1746.521,1750.028,1724.675,1730.19,4943012700
2006-07-10,1730.698,1737.031,1715.828,1734.329,3904952600
2006-07-11,1736.986,1746.724,1725.231,1745.806,4008545000
2006-07-12,1745.878,1753.275,1737.999,1740,4878589100
2006-07-13,1736.207,1737.595,1654.486,1655.773,6747158900
2006-07-14,1641.138,1676.754,1633.898,1665.208,4158780400
2006-07-17,1662.047,1684.344,1653.603,1682.887,3220393300
2006-07-18,1682.36,1684.672,1666.311,1684.252,3140535400
2006-07-19,1681.771,1681.771,1637.486,1645.16,3505983000
2006-07-20,1642.624,1658.054,1636.259,1655.122,2866119700
2006-07-21,1653.811,1669.288,1653.507,1665.328,2996048900
2006-07-24,1648.749,1667.617,1632.687,1665.944,3118400800
2006-07-25,1668.138,1690.613,1668.138,1685.461,3423780100
2006-07-26,1688.538,1691.429,1675.662,1686.654,3116723100
2006-07-27,1685.347,1701.611,1665.386,1675.168,3620183100
2006-07-28,1674.43,1678.527,1646.346,1662.031,3326896800
2006-07-31,1659.535,1659.535,1611.163,1612.733,3365448600
2006-08-01,1619.635,1625.044,1596.658,1600.614,3231066000
2006-08-02,1598.758,1608.777,1577.902,1600.872,2786576300
2006-08-03,1599.746,1609.425,1587.119,1601.058,2082229300
2006-08-04,1601.608,1612.1,1567.251,1570.15,2586705400
2006-08-07,1561.801,1570.054,1541.413,1547.436,2409920600
2006-08-08,1547.905,1581.753,1547.905,1580.577,2338299800
2006-08-09,1581.803,1585.173,1571.709,1578.566,2163603600
2006-08-10,1578.354,1606.943,1577.86,1606.065,2632313600
2006-08-11,1605.597,1610.763,1596.217,1605.926,2345146700
2006-08-14,1605.202,1611.661,1566.722,1570.738,2565505000
2006-08-15,1568.267,1596.653,1564.398,1595.657,2025921400
2006-08-16,1596.056,1616.453,1591.857,1616.41,2856399800
2006-08-17,1612.412,1612.412,1592.846,1603.332,2339190400
2006-08-18,1601.567,1614.365,1596.562,1598.018,2397424800
2006-08-21,1565.457,1602.13,1558.1,1601.15,2337431800
2006-08-22,1601.523,1619.074,1598.776,1613.355,2670121100
2006-08-23,1614.393,1621.399,1608.741,1612.396,2721290700
2006-08-24,1612.699,1623.169,1601.887,1623.017,2506129700
2006-08-25,1622.481,1630.047,1619.735,1623.034,2782161400
2006-08-28,1627.123,1651.289,1624.281,1650.438,3934124300
2006-08-29,1652.672,1667.53,1649.593,1651.024,4805041100
2006-08-30,1648.348,1656.232,1640.281,1655.195,3144285800
2006-08-31,1655.903,1661.473,1649.997,1658.638,3513501600
2006-09-01,1658.66,1660.518,1634.026,1636.691,3595457500
2006-09-04,1635.332,1657.691,1635.122,1657.52,3309342600
2006-09-05,1659.737,1669.901,1657.047,1664.078,4053349300
2006-09-06,1665.13,1672.26,1656.863,1672.121,3357962300
2006-09-07,1683.782,1683.89,1655.408,1661.19,3152275400
2006-09-08,1659.702,1671.308,1658.673,1667.984,2655202800
2006-09-11,1668.161,1675.094,1653.01,1674.966,3059052900
2006-09-12,1675.198,1699.585,1673.441,1695.862,3739045300
2006-09-13,1695.351,1713.989,1687.049,1689.389,4304569100
2006-09-14,1689.631,1696.622,1672.884,1689.692,3388825800
2006-09-15,1689.605,1722.66,1689.51,1721.045,4703230700
2006-09-18,1727.915,1733.413,1719.16,1732.987,4484006200
2006-09-19,1735.301,1743.021,1728.289,1735.241,4345533000
2006-09-20,1733.637,1737.734,1720.835,1732.453,3883657100
2006-09-21,1731.585,1743.63,1731.222,1740.901,3953314600
2006-09-22,1744.605,1746.615,1724.104,1725.361,4477782800
2006-09-25,1722.744,1732.279,1709.771,1722.366,4016809300
2006-09-26,1720.781,1721.584,1704.774,1712.637,3313453000
2006-09-27,1711.514,1725.501,1709.766,1725.039,2924715800
2006-09-28,1725.515,1740.787,1722.219,1736.963,3397985800
2006-09-29,1740.059,1755.691,1740.059,1752.424,4123628500
2006-10-09,1768.144,1786.11,1763.111,1785.385,5293514300
2006-10-10,1784.22,1793.141,1771.856,1784.862,5513649300
2006-10-11,1784.518,1792.761,1771.016,1790.104,4928388200
2006-10-12,1790.631,1792.239,1774.142,1778.181,5316904600
2006-10-13,1776.511,1792.868,1773.233,1784.656,4253984200
2006-10-16,1787.7,1789.175,1766.308,1771.299,4676616000
2006-10-17,1768.628,1777.598,1758.311,1763.901,3926234400
2006-10-18,1762.404,1787.743,1760.883,1787.185,3681056300
2006-10-19,1788.582,1799.294,1784.345,1792.253,4149060700
2006-10-20,1792.6,1801.334,1786.344,1790.364,4146159900
2006-10-23,1789.645,1797.427,1753.494,1759.394,4444108500
2006-10-24,1756.457,1805.273,1756.457,1805.181,3991120600
2006-10-25,1807.03,1825.609,1789.905,1806.646,4451225900
2006-10-26,1804.893,1816.762,1791.947,1810.646,4873708200
2006-10-27,1836.214,1842.73,1803.215,1807.175,7374892300
2006-10-30,1804.367,1815.612,1788.287,1809.656,4533594400
2006-10-31,1811.469,1839.318,1811.469,1837.993,4655713500
2006-11-01,1838.68,1855.887,1833.201,1855.713,4778352600
2006-11-02,1856.921,1857.145,1834.844,1851.314,5174172500
2006-11-03,1851.404,1873.664,1850.151,1866.362,4986072000
2006-11-06,1853.186,1886.519,1846.011,1886.307,4954451700
2006-11-07,1889.534,1897.41,1862.932,1889.53,5484907400
2006-11-08,1885.855,1886.256,1865.223,1866.817,3777045400
2006-11-09,1860.954,1899.097,1858.595,1896.482,4409618200
2006-11-10,1896.929,1920.184,1870.96,1883.347,6280942700
2006-11-13,1878.704,1905.897,1852.102,1863.765,5001672900
2006-11-14,1868.173,1888.432,1841.823,1888.239,4318802800
2006-11-15,1888.539,1923.139,1878.695,1922.935,4668244100
2006-11-16,1930.926,1976.046,1926.724,1941.547,6398356600
2006-11-17,1934.637,1972.607,1925.149,1971.793,4941874000
2006-11-20,1977.529,2018.004,1977.529,2017.279,5914690100
2006-11-21,2013.067,2037.738,1988.926,2037.552,5389407600
2006-11-22,2031.297,2062.804,2010.792,2041.355,6488166900
2006-11-23,2045.081,2071.235,2042.151,2062.363,6072194500
2006-11-24,2051.471,2057.911,2022.625,2050.812,6123208000
2006-11-27,2042.193,2049.539,2022.378,2047.277,5784003100
2006-11-28,2042.379,2051.49,2016.473,2038.721,5507063800
2006-11-29,2005.987,2059.728,1992.538,2054.091,5600228000
2006-11-30,2058.77,2102.057,2058.77,2099.289,7277973100
2006-12-01,2106.295,2112.576,2087.601,2102.049,7617896400
2006-12-04,2103.817,2164.585,2100.559,2161.648,8723279000
2006-12-05,2167.363,2195.529,2159.323,2173.285,8815717100
2006-12-06,2175.379,2192.899,2097.417,2156.604,10434780700
2006-12-07,2152.594,2206.512,2145.788,2156.75,9927876600
2006-12-08,2133.355,2164.021,2090.403,2093.638,8088971900
2006-12-11,2085.058,2181.164,2084.267,2180.496,6267601700
2006-12-12,2189.694,2228.643,2180.37,2218.951,7019177600
2006-12-13,2224.429,2244.407,2195.639,2223.455,5749274900
2006-12-14,2226.001,2250.321,2212.905,2249.11,5843932000
2006-12-15,2255.24,2275.49,2241.199,2273.908,6061194900
2006-12-18,2277.282,2335.234,2277.282,2332.434,7825219300
2006-12-19,2342.18,2381.634,2315.985,2364.177,8705492800
2006-12-20,2356.262,2381.132,2332.927,2373.205,7829893500
2006-12-21,2372.464,2386.824,2339.909,2342.938,8318255100
2006-12-22,2334.273,2366.694,2321.922,2343.668,7048462000
2006-12-25,2350.128,2452.429,2350.128,2435.762,7393945000
2006-12-26,2437.854,2505.697,2424.936,2479.732,7226149200
2006-12-27,2478.063,2538.663,2461.071,2536.387,7211821800
2006-12-28,2538.952,2611.791,2530.331,2567.594,7871894100
2006-12-29,2585.417,2698.904,2585.417,2675.474,8676901200
2007-01-04,2728.188,2847.615,2684.818,2715.719,12015602100
2007-01-05,2668.577,2685.804,2617.019,2641.334,10615562500
2007-01-08,2621.068,2708.444,2620.625,2707.199,10681324400
2007-01-09,2711.049,2809.394,2691.36,2807.804,11075126700
2007-01-10,2838.113,2841.741,2770.988,2825.576,11176936500
2007-01-11,2819.367,2841.18,2763.886,2770.11,12159871700
2007-01-12,2745.321,2782.025,2652.578,2668.11,10730376800
2007-01-15,2660.07,2795.331,2658.879,2794.701,9176156100
2007-01-16,2818.663,2830.803,2757.205,2821.017,11117857400
2007-01-17,2828.401,2870.422,2742.588,2778.9,12737748000
2007-01-18,2760.944,2784.043,2679.705,2756.983,11231395600
2007-01-19,2761.886,2833.454,2761.886,2832.207,12206189400
2007-01-22,2857.896,2934.647,2857.896,2933.19,13857609000
2007-01-23,2964.687,2970.685,2851.919,2949.144,14279180300
2007-01-24,2955.424,2994.282,2927.721,2975.129,12205679000
2007-01-25,2946.504,2947.149,2853.822,2857.365,11719721500
2007-01-26,2805.956,2905.984,2720.827,2882.558,10959913100
2007-01-29,2897.254,2954.336,2885.861,2945.263,11206790600
2007-01-30,2959.398,2980.51,2901.762,2930.562,11193172100
2007-01-31,2926.075,2929.646,2766.747,2786.335,11426597000
2007-02-01,2744.814,2801.689,2706.291,2785.432,9344353100
2007-02-02,2791.49,2796.436,2666.862,2673.212,8544623600
2007-02-05,2658.074,2672.352,2610.331,2612.537,6922451200
2007-02-06,2612.839,2677.042,2541.525,2675.697,8662995000
2007-02-07,2688.96,2745.387,2681.329,2716.175,9488376400
2007-02-08,2725.14,2751.162,2691.268,2737.732,8843429500
2007-02-09,2741.48,2747.944,2704.365,2730.386,8087443800
2007-02-12,2729.836,2807.51,2728.783,2807.174,7900940300
2007-02-13,2819.138,2835.089,2801.313,2831.872,7900167100
2007-02-14,2836.819,2915.063,2823.382,2905.093,9404455500
2007-02-15,2923.666,2994.622,2923.666,2993.008,10883117700
2007-02-16,3018.18,3036.346,2975.827,2998.474,11792172200
2007-02-26,2999.086,3041.336,2960.745,3040.599,11205699200
2007-02-27,3048.829,3049.771,2763.395,2771.791,16137566300
2007-02-28,2734.595,2888.899,2732.884,2881.073,12147916800
2007-03-01,2877.203,2878.355,2760.912,2797.19,12736486000
2007-03-02,2792.941,2846.158,2777.796,2831.526,9394396500
2007-03-05,2827.675,2858.441,2723.065,2785.306,10691058400
2007-03-06,2776.167,2866.332,2756.961,2840.175,7704048600
2007-03-07,2851.747,2911.416,2849.648,2896.594,8791393000
2007-03-08,2904.185,2928.803,2871.464,2928.015,8895512300
2007-03-09,2934.493,2962.421,2891.814,2937.91,10713910500
2007-03-12,2945.923,2958.632,2904.744,2954.914,10154244400
2007-03-13,2958.096,2966.194,2932.234,2964.794,10718931600
2007-03-14,2933.679,2934.454,2868.807,2906.334,11373073900
2007-03-15,2905.976,2955.462,2905.976,2951.698,10174575400
2007-03-16,2964.094,2979.708,2899.032,2930.481,12268130800
2007-03-19,2864.256,3037.999,2852.858,3014.442,10997175200
2007-03-20,3024.781,3033.02,2998.804,3032.195,9276189000
2007-03-21,3042.098,3057.71,3020.949,3057.38,9919012700
2007-03-22,3080.602,3099.819,3059.381,3071.225,12606554500
2007-03-23,3071.808,3085.324,3008.154,3074.286,11868641700
2007-03-26,3083.938,3123.179,3069.473,3122.811,12266053700
2007-03-27,3126.025,3145.044,3103.779,3138.826,12457893100
2007-03-28,3140.68,3180.332,3052.078,3173.018,16726793900
2007-03-29,3179.803,3273.727,3176.526,3197.537,14953966100
2007-03-30,3178.496,3212.389,3157.03,3183.983,8942400600
2007-04-02,3196.587,3253.435,3196.587,3252.595,9735044600
2007-04-03,3265.676,3292.578,3251.523,3291.299,10860139100
2007-04-04,3295.976,3308.148,3266.559,3291.542,11261610700
2007-04-05,3286.163,3326.916,3259.626,3319.14,11452805100
2007-04-06,3287.684,3334.224,3273.855,3323.585,11964488100
2007-04-09,3333.422,3399.515,3333.262,3398.95,13731410400
2007-04-10,3405.233,3444.374,3351.105,3444.291,14780728400
2007-04-11,3454.417,3497.52,3428.782,3495.224,14757211400
2007-04-12,3503.227,3532.862,3488.077,3531.029,13538987900
2007-04-13,3537.22,3563.856,3504.161,3518.267,15069587600
2007-04-16,3523.217,3597.215,3523.217,3596.441,13103910100
2007-04-17,3611.63,3622.888,3510.498,3611.87,16066064600
2007-04-18,3614.678,3623.867,3564.23,3612.396,15048542400
2007-04-19,3610.024,3617.438,3358.93,3449.016,17272554100
2007-04-20,3460.904,3591.461,3460.904,3584.204,13888929200
2007-04-23,3615.789,3710.886,3615.789,3710.886,16349811600
2007-04-24,3736.154,3762.388,3689.134,3720.532,17438934100
2007-04-25,3708.571,3769.247,3653.989,3743.959,15176306100
2007-04-26,3766.476,3784.68,3732.601,3783.063,11725696800
2007-04-27,3788.748,3802.923,3720.596,3759.867,13217545600
2007-04-30,3784.272,3851.35,3759.48,3841.272,14652571300
2007-05-08,3937.938,3964.714,3901.326,3950.011,16056820000
2007-05-09,3961.103,4015.219,3875.384,4013.085,20839744900
2007-05-10,4021.422,4072.138,3991.477,4049.701,17111394000
2007-05-11,4024.422,4039.668,3949.368,4021.678,14063821000
2007-05-14,3970.661,4081.426,3940.358,4046.392,13932622100
2007-05-15,4055.834,4069.846,3891.363,3899.178,15667755300
2007-05-16,3890.809,3987.405,3845.227,3986.043,13171977400
2007-05-17,4002.485,4064.283,3982.995,4048.293,13927798800
2007-05-18,4041.39,4052.097,3999.165,4030.258,13075627400
2007-05-21,3902.347,4083.416,3892.975,4072.225,15617106200
2007-05-22,4091.143,4136.63,4086.825,4110.379,17356209000
2007-05-23,4125.426,4175.444,4093.915,4173.709,16139947800
2007-05-24,4188.677,4208.388,4089.385,4151.133,18098438800
2007-05-25,4133.192,4190.469,4111.262,4179.776,15419286000
2007-05-28,4221.578,4283.93,4215.243,4272.111,17861517400
2007-05-29,4288.98,4335.963,4262.024,4334.924,17209764200
2007-05-30,4087.405,4275.237,4015.512,4053.088,18559672900
2007-05-31,4006.28,4178.107,3858.04,4109.654,17311531200
2007-06-01,4120.628,4181.28,3966.977,4000.742,16093498500
2007-06-04,3981.817,3987.269,3659.089,3670.401,11485935700
2007-06-05,3564.433,3768.563,3404.146,3767.101,15713795900
2007-06-06,3781.375,3821.697,3682.794,3776.317,14587385200
2007-06-07,3787.702,3891.403,3779.5,3890.803,14236647500
2007-06-08,3900.027,3935.786,3852.045,3913.135,13587719200
2007-06-11,3942.005,4000.416,3930.74,3995.68,13384273900
2007-06-12,4011.679,4073.181,3910.001,4072.138,14947239800
2007-06-13,4110.742,4193.446,4102.041,4176.48,16694849900
2007-06-14,4162.207,4179.725,4085.785,4115.209,13838560400
2007-06-15,4085.656,4152.543,4067.357,4132.869,10866553200
2007-06-18,4195.391,4267.74,4193.314,4253.348,12897774800
2007-06-19,4247.745,4280.85,4209.575,4269.524,12458181400
2007-06-20,4269.455,4311.997,4164.275,4181.323,13521277500
2007-06-21,4170.894,4256.542,4147.054,4230.823,11291985600
2007-06-22,4230.967,4249.431,4024.489,4091.445,11969203700
2007-06-25,4102.787,4131.13,3912.422,3941.081,10160665500
2007-06-26,3863.248,3976.191,3818.853,3973.371,9381746900
2007-06-27,3985.716,4090.715,3948.287,4078.599,9511348100
2007-06-28,4080.194,4113.283,3912.814,3914.204,9783161000
2007-06-29,3824.29,3919.345,3779.813,3820.703,8609998500
2007-07-02,3800.233,3859.861,3724.187,3836.294,7425406000
2007-07-03,3854.716,3906.761,3821.463,3899.724,6974921700
2007-07-04,3906.012,3916.475,3800.275,3816.165,5647477700
2007-07-05,3769.639,3778.399,3614.531,3615.872,6340593600
2007-07-06,3599.818,3785.346,3563.544,3781.348,8073724100
2007-07-09,3809.67,3900.904,3782.733,3883.216,8348053900
2007-07-10,3895.909,3929.416,3841.801,3853.021,7656333400
2007-07-11,3837.796,3879.292,3812.138,3865.723,5135388000
2007-07-12,3874.039,3925.604,3861.037,3915.991,5515836300
2007-07-13,3920.827,3935.506,3878.184,3914.395,4602447100
2007-07-16,3920.653,3931.868,3820.574,3821.916,4761528000
2007-07-17,3809.558,3919.777,3767.222,3896.191,4871222300
2007-07-18,3880.852,3971.61,3861.907,3930.06,6287183400
2007-07-19,3918.539,3947.33,3887.589,3912.941,4873759500
2007-07-20,3918.409,4062.116,3918.409,4058.853,8311064600
2007-07-23,4091.242,4220.322,4091.242,4213.361,12166896400
2007-07-24,4238.32,4284.829,4192.72,4210.329,11098925200
2007-07-25,4212.95,4325.378,4212.23,4323.966,9395004300
2007-07-26,4347.778,4371.512,4304.193,4346.458,9921066900
2007-07-27,4315.373,4357.343,4268.788,4345.357,10024581300
2007-07-30,4348.607,4450.188,4345.793,4440.769,11258976800
2007-07-31,4432.265,4476.626,4379.199,4471.032,10856141000
2007-08-01,4488.774,4502.296,4284.871,4300.563,12629287400
2007-08-02,4316.567,4431.85,4290.809,4407.73,9827857800
2007-08-03,4440.976,4562.688,4438.963,4560.774,11511667200
2007-08-06,4600.118,4629.968,4564.313,4628.108,11170797900
2007-08-07,4642.01,4687.435,4581.294,4651.225,11618108500
2007-08-08,4614.586,4711.316,4568.695,4663.162,11890916300
2007-08-09,4658.592,4768.886,4658.592,4754.095,9766019800
2007-08-10,4745.181,4769.619,4640.766,4749.369,10186705800
2007-08-13,4768.619,4872.548,4728.892,4820.064,11418471400
2007-08-14,4820.15,4876.851,4789.895,4872.785,8856820800
2007-08-15,4875.511,4916.31,4762.718,4869.883,9050967500
2007-08-16,4845.016,4845.016,4710.31,4765.448,9053841100
2007-08-17,4733.137,4814.369,4646.433,4656.574,9115904800
2007-08-20,4773.832,4906.003,4758.397,4904.855,9915293700
2007-08-21,4944.214,4982.981,4917.821,4955.207,10420410900
2007-08-22,4876.345,4999.195,4861.271,4980.075,10811093800
2007-08-23,5002.841,5050.383,4968.327,5032.494,9930942800
2007-08-24,5070.651,5125.359,5052.241,5107.668,10899563600
2007-08-27,5144.824,5192.061,5092.076,5150.118,11615424400
2007-08-28,5134.141,5209.507,5058.446,5194.689,10543673900
2007-08-29,5147.713,5204.526,5063.412,5109.427,10082413900
2007-08-30,5144.111,5186.526,5109.662,5167.884,10121058400
2007-08-31,5184.091,5235.157,5158.368,5218.825,10355626100
2007-09-03,5257.777,5327.538,5257.777,5321.055,12577964900
2007-09-04,5333.4,5357.926,5264.996,5294.045,12042636800
2007-09-05,5296.07,5337.929,5223.67,5310.716,9624062400
2007-09-06,5336.669,5412.319,5314.337,5393.66,10698796600
2007-09-07,5381.186,5405.358,5269.25,5277.176,11984102900
2007-09-10,5208.318,5356.856,5169.905,5355.287,10236823500
2007-09-11,5362.941,5395.038,5093.923,5113.968,11005526200
2007-09-12,5092.576,5192.302,5025.336,5172.627,9705885500
2007-09-13,5193.409,5276.771,5178.871,5273.592,8655021600
2007-09-14,5290.256,5324.439,5201.854,5312.182,9467391200
2007-09-17,5309.057,5427.171,5307.774,5421.392,10563860900
2007-09-18,5446.732,5458.578,5339.917,5425.208,10269099400
2007-09-19,5439.018,5447.36,5336.07,5395.265,8972550000
2007-09-20,5408.484,5482.425,5396.109,5470.065,8654720500
2007-09-21,5482.507,5489.074,5363.347,5454.674,9283880900
2007-09-24,5469.837,5506.064,5404.419,5485.013,8179847100
2007-09-25,5500.269,5509.234,5396.482,5425.88,9650957900
2007-09-26,5407.829,5463.899,5320.02,5338.52,6360858500
2007-09-27,5338.108,5411.189,5306.823,5409.403,5888430000
2007-09-28,5461.58,5560.417,5461.58,5552.301,8063128500
2007-10-08,5683.31,5729.963,5620,5692.755,9598308300
2007-10-09,5678.913,5725.407,5628.35,5715.892,8328903000
2007-10-10,5742.648,5860.859,5727.238,5771.464,9244534400
2007-10-11,5798.386,5914.772,5755.99,5913.23,9470965700
2007-10-12,5950.902,5959.364,5658.812,5903.264,11914843200
2007-10-15,5934.775,6039.042,5866.131,6030.086,9870744200
2007-10-16,6056.946,6124.044,6040.713,6092.057,8815215900
2007-10-17,6057.428,6088.892,5982.203,6036.281,7131258800
2007-10-18,6031.916,6055.473,5804.973,5825.282,6980542500
2007-10-19,5869.124,5932.11,5766.861,5818.047,5522489200
2007-10-22,5742.791,5804.836,5654.907,5667.332,5443367400
2007-10-23,5660.066,5776.016,5574.84,5773.387,5845396800
2007-10-24,5804.015,5906.695,5793.557,5843.109,6029283100
2007-10-25,5794.223,5819.884,5546.041,5562.394,7171444800
2007-10-26,5498.858,5628.834,5462.013,5589.631,5151917500
2007-10-29,5641.983,5750.254,5617.976,5747.997,5016440200
2007-10-30,5769.203,5899.65,5701.337,5897.193,5427882000
2007-10-31,5984.713,6002.118,5871.48,5954.765,7102956400
2007-11-01,5978.939,6005.131,5912.502,5914.285,6488510300
2007-11-02,5812.465,5860.594,5740.403,5777.809,5954159600
2007-11-05,5748.176,5787.228,5603.47,5634.452,6413259700
2007-11-06,5593.347,5649.752,5510.161,5536.569,4506803900
2007-11-07,5565.648,5610.953,5469.761,5601.783,4273032800
2007-11-08,5559.151,5559.151,5328.201,5330.023,4892466200
2007-11-09,5276.008,5382.697,5217.629,5315.54,4734126200
2007-11-12,5181.175,5250.085,5032.578,5187.735,5258270300
2007-11-13,5239.343,5311.698,5085.444,5158.118,4923731600
2007-11-14,5246.574,5414.609,5165.063,5412.694,5099288000
2007-11-15,5391.017,5453.74,5338.905,5365.267,4781941900
2007-11-16,5273.082,5335.513,5224.313,5316.274,3738733100
2007-11-19,5325.302,5333.088,5240.424,5269.817,4109773100
2007-11-20,5230.742,5338.173,5158.542,5293.703,4905739800
2007-11-21,5307.793,5344.93,5206.574,5214.225,4123160900
2007-11-22,5113.882,5154.858,4969.894,4984.161,4037033000
2007-11-23,4946.258,5034.225,4896.988,5032.13,3087296200
2007-11-26,5102.526,5124.888,4952.429,4958.849,3675579700
2007-11-27,4919.913,4947.076,4857.038,4861.111,3083386400
2007-11-28,4870.842,4907.756,4778.727,4803.394,3275675700
2007-11-29,4870.861,5011.194,4814.783,5003.333,5007154500
2007-11-30,4993.74,4993.74,4861.864,4871.778,4331466200
2007-12-03,4838.564,4899.667,4798.014,4868.611,5375077500
2007-12-04,4882.149,4971.404,4882.149,4915.889,4283576600
2007-12-05,4917.365,5052.748,4893.323,5042.654,5429978600
2007-12-06,5055.835,5065.51,4995.472,5035.073,4315931100
2007-12-07,5038.478,5096.799,5021.366,5091.756,4996157400
2007-12-10,5010.826,5168.764,4990.718,5161.919,6881788900
2007-12-11,5180.541,5209.705,5103.747,5175.076,6684842700
2007-12-12,5148.254,5149.931,5054.565,5095.543,7215622700
2007-12-13,5078.182,5095.152,4954.357,4958.043,6728332400
2007-12-14,4899.75,5011.201,4860.156,5007.911,5305272700
2007-12-17,5007.285,5007.346,4874.624,4876.761,6354672200
2007-12-18,4856.471,4905.492,4812.156,4836.174,4055804700
2007-12-19,4878.066,4960.417,4868.354,4941.784,5627577500
2007-12-20,4965.29,5050.785,4923.295,5043.535,5774268900
2007-12-21,5017.195,5112.388,5013.759,5101.779,6614270500
2007-12-24,5132.913,5284.34,5104.645,5234.262,8508042200
2007-12-25,5233.175,5254.405,5178.801,5201.181,7102362400
2007-12-26,5209.035,5262.592,5158.756,5233.351,7445862800
2007-12-27,5248.222,5316.523,5203.502,5308.889,8732418400
2007-12-28,5320.007,5336.499,5248.692,5261.563,7718703800
2008-01-02,5265,5295.016,5201.892,5272.814,7656660900
2008-01-03,5269.801,5321.457,5211.046,5319.861,9851032300
2008-01-04,5328.411,5372.461,5318.461,5361.574,8087523800
2008-01-07,5357.45,5403.349,5332.597,5393.343,9193300100
2008-01-08,5414.558,5480.07,5344.648,5386.531,10247786300
2008-01-09,5365.222,5437.764,5346.846,5435.807,7680586200
2008-01-10,5449.16,5483.827,5407.307,5456.541,9655328500
2008-01-11,5471.387,5500.061,5423.807,5484.677,8772475000
2008-01-14,5507.578,5522.778,5456.929,5497.901,7871409000
2008-01-15,5503.931,5505.035,5405.595,5443.791,8071950600
2008-01-16,5395.277,5396.044,5288.765,5290.606,8927834100
2008-01-17,5235.908,5312.287,5039.786,5151.626,9894195200
2008-01-18,5141.371,5187.605,5093.134,5180.514,6863562500
2008-01-21,5188.795,5200.926,4891.285,4914.435,7564395800
2008-01-22,4817.997,4817.997,4511.953,4559.751,9249135100
